review_id,product_id,product_name,category,rating,review_title,review_text,review_date,verified_purchase,helpful_votes
R102173,P1196,Ultra Ring,Jewelry,5,Exceeded expectations,Amazing quality for the price. works perfectly and exceeded my expectations. best purchase i've made this year.,2024-03-06,Yes,2
R102174,P1039,Ultra Body Wash,Beauty & Personal Care,5,Very satisfied,Great value for the price. excellent build quality.,2023-12-18,No,2
R102175,P1156,Essential Guitar Strings,Musical Instruments,5,Very satisfied,Great value for the price. fast shipping and well packaged. very happy with this purchase.,2025-05-03,Yes,2
R102176,P1068,Ultra Socks Pack,Clothing,4,Exceeded expectations,Impressive performance overall.,2025-08-24,No,9
R102177,P1077,Deluxe Boots,Shoes,5,Exceeded expectations,Great value for the price. highly recommend this to everyone.,2024-12-25,Yes,2
R102178,P1080,Smart Coffee Beans,Grocery & Gourmet Food,3,Decent for the price,"Meets basic expectations. not bad, not great either.",2025-03-16,Yes,2
R102179,P1001,Ultra Wireless Earbuds,Electronics,5,Exceeded expectations,Absolutely love this product. exactly as described and works great.,2023-10-14,No,0
R102180,P1196,Ultra Ring,Jewelry,1,Would not recommend,Broke after a few days of use. regret buying this product.,2024-03-03,Yes,2
R102181,P1065,Essential Jeans,Clothing,5,Great purchase!,Easy to use and set up. fast shipping and well packaged.,2024-10-21,Yes,2
R102182,P1097,Compact Thermometer,Health & Household,3,Average product,"Does what it says, nothing more. reasonable for occasional use.",2024-03-16,Yes,3
R102183,P1112,Lite Cat Litter Box,Pet Supplies,2,Would not recommend,"Poor quality and not worth the money. worse than expected, very frustrating.",2023-11-25,Yes,1
R102184,P1122,Prime Wireless Mouse,Office Products,3,Mixed feelings,"It's okay, does the job but nothing special. not bad, not great either.",2024-05-26,Yes,0
R102185,P1155,Prime Drum Sticks,Musical Instruments,3,It's okay,"It's okay, does the job but nothing special. average quality for the price.",2024-12-02,Yes,1
R102186,P1094,Compact Air Purifier,Health & Household,1,Very disappointed,"Worse than expected, very frustrating. stopped working within a week.",2025-08-24,Yes,1
R102187,P1191,Deluxe Silver Necklace,Jewelry,4,Very satisfied,Fast shipping and well packaged.,2023-11-07,No,1
R102188,P1150,Prime Acoustic Guitar,Musical Instruments,4,Excellent product,Durable and works as expected. excellent build quality.,2023-06-30,Yes,5
R102189,P1083,Ultra Protein Bars,Grocery & Gourmet Food,3,Does the job,"Does what it says, nothing more. reasonable for occasional use.",2023-02-14,Yes,2
R102190,P1197,Prime Ring,Jewelry,2,Poor quality,Regret buying this product.,2025-01-09,No,0
R102191,P1114,Compact Pet Bed,Pet Supplies,5,Exceeded expectations,Impressive performance overall. excellent build quality. great value for the price.,2025-08-17,Yes,2
R102192,P1092,Plus First Aid Kit,Health & Household,5,Exceeded expectations,Excellent build quality. best purchase i've made this year.,2024-06-06,Yes,2
R102193,P1005,Smart Smart Watch,Electronics,5,Very satisfied,Works perfectly and exceeded my expectations.,2025-05-25,Yes,0
R102194,P1124,Smart Notebook,Office Products,2,Broke quickly,Regret buying this product.,2023-05-04,No,0
R102195,P1131,Classic Baby Monitor,Baby Products,3,It's okay,"It's okay, does the job but nothing special. not bad, not great either.",2025-10-29,No,2
R102196,P1083,Ultra Protein Bars,Grocery & Gourmet Food,5,Exceeded expectations,Amazing quality for the price. highly recommend this to everyone. durable and works as expected.,2023-05-18,Yes,0
R102197,P1144,Plus Plant Pots,Garden & Outdoor,5,Great purchase!,Very happy with this purchase.,2025-12-25,Yes,5
R102198,P1131,Classic Baby Monitor,Baby Products,4,Very satisfied,Durable and works as expected.,2024-01-26,Yes,0
R102199,P1196,Ultra Ring,Jewelry,3,Mixed feelings,Meets basic expectations. acceptable but could be improved.,2023-11-08,Yes,0
R102200,P1018,Prime Notebook Set,Books,2,Broke quickly,Terrible experience overall.,2024-11-26,Yes,2
R102201,P1199,Smart Watch,Jewelry,3,Decent for the price,"It's okay, does the job but nothing special. not bad, not great either.",2024-08-24,Yes,1
R102202,P1099,Pro Hand Sanitizer,Health & Household,5,Highly recommend,Absolutely love this product.,2024-10-22,Yes,3
R102203,P1066,Ultra Hoodie,Clothing,5,Exceeded expectations,Durable and works as expected.,2025-12-26,Yes,0
R102204,P1170,Compact Game Controller,Video Games,4,Excellent product,Customer service was excellent.,2024-12-27,No,2
R102205,P1183,Max Tool Box,Tools & Home Improvement,2,Would not recommend,Very disappointed with this purchase. does not work as advertised. flimsy material and poor stitching.,2024-02-27,Yes,0
R102206,P1025,Prime Cutlery Set,Home & Kitchen,5,Excellent product,Very happy with this purchase.,2023-03-22,Yes,3
R102207,P1138,Compact Baby Bottles,Baby Products,4,Exceeded expectations,Works perfectly and exceeded my expectations. fast shipping and well packaged.,2024-04-16,Yes,2
R102208,P1051,Ultra Building Blocks,Toys & Games,4,Exceeded expectations,Great value for the price. exactly as described and works great.,2024-04-22,No,0
R102209,P1055,Essential RC Car,Toys & Games,4,Very satisfied,Absolutely love this product. great value for the price.,2023-09-10,Yes,0
R102210,P1096,Deluxe Thermometer,Health & Household,2,Would not recommend,Arrived damaged and defective.,2025-02-18,Yes,9
R102211,P1112,Lite Cat Litter Box,Pet Supplies,5,Very satisfied,Excellent build quality. impressive performance overall.,2023-09-13,Yes,3
R102212,P1044,Max Water Bottle,Sports & Outdoors,4,Excellent product,Impressive performance overall. durable and works as expected. super comfortable and stylish.,2023-09-07,Yes,1
R102213,P1053,Ultra Puzzle Set,Toys & Games,3,Decent for the price,Acceptable but could be improved.,2025-01-03,Yes,0
R102214,P1081,Compact Coffee Beans,Grocery & Gourmet Food,3,It's okay,Decent product overall. reasonable for occasional use.,2025-11-04,Yes,4
R102215,P1065,Essential Jeans,Clothing,5,Great purchase!,Works perfectly and exceeded my expectations. amazing quality for the price. absolutely love this product.,2025-02-17,Yes,2
R102216,P1102,Max Phone Mount,Automotive,4,Exceeded expectations,Fast shipping and well packaged.,2024-09-26,Yes,7
R102217,P1111,Compact Dog Leash,Pet Supplies,2,Very disappointed,Stopped working within a week. does not work as advertised. started malfunctioning almost immediately.,2025-03-09,No,0
R102218,P1004,Deluxe Smart Watch,Electronics,4,Exceeded expectations,Super comfortable and stylish. best purchase i've made this year.,2023-04-03,Yes,4
R102219,P1063,Compact Jacket,Clothing,5,Great purchase!,Durable and works as expected.,2023-09-20,Yes,0
R102220,P1035,Essential Lip Balm Set,Beauty & Personal Care,5,Great purchase!,Amazing quality for the price. customer service was excellent. absolutely love this product.,2024-03-05,No,5
R102221,P1169,Ultra Remote Control,Movies & TV,3,Average product,"Some pros and some cons. not bad, not great either.",2025-05-08,Yes,1
R102222,P1132,Prime Diaper Bag,Baby Products,4,Highly recommend,Super comfortable and stylish.,2025-01-17,No,11
R102223,P1028,Lite Storage Containers,Home & Kitchen,3,Mixed feelings,"It's okay, does the job but nothing special.",2024-02-22,Yes,4
R102224,P1160,Essential Blu-ray Set,Movies & TV,4,Exceeded expectations,Impressive performance overall. easy to use and set up.,2024-10-19,Yes,3
R102225,P1006,Classic Power Bank,Electronics,4,Great purchase!,Absolutely love this product. amazing quality for the price.,2023-10-23,No,2
R102226,P1011,Elite Novel,Books,5,Excellent product,Exactly as described and works great. customer service was excellent. durable and works as expected.,2023-12-14,Yes,4
R102227,P1003,Essential Bluetooth Speaker,Electronics,5,Great purchase!,Impressive performance overall. excellent build quality.,2025-05-09,No,0
R102228,P1028,Lite Storage Containers,Home & Kitchen,5,Excellent product,Amazing quality for the price. exactly as described and works great.,2025-06-20,Yes,0
R102229,P1154,Compact Drum Sticks,Musical Instruments,4,Very satisfied,Absolutely love this product. highly recommend this to everyone. amazing quality for the price.,2024-06-10,Yes,2
R102230,P1168,Prime Remote Control,Movies & TV,4,Great purchase!,Fast shipping and well packaged. durable and works as expected. best purchase i've made this year.,2025-09-05,Yes,2
R102231,P1146,Elite Lawn Chair,Garden & Outdoor,5,Highly recommend,Great value for the price.,2025-11-20,Yes,0
R102232,P1036,Classic Electric Razor,Beauty & Personal Care,5,Great purchase!,Best purchase i've made this year.,2023-07-14,Yes,1
R102233,P1072,Compact Sandals,Shoes,3,Average product,Decent product overall.,2024-05-28,Yes,0
R102234,P1168,Prime Remote Control,Movies & TV,5,Very satisfied,Fast shipping and well packaged. super comfortable and stylish.,2025-11-30,Yes,6
R102235,P1068,Ultra Socks Pack,Clothing,5,Very satisfied,Fast shipping and well packaged.,2025-02-06,Yes,14
R102236,P1148,Prime Solar Lights,Garden & Outdoor,3,It's okay,"Not bad, not great either.",2024-02-10,No,1
R102237,P1003,Essential Bluetooth Speaker,Electronics,5,Great purchase!,Best purchase i've made this year.,2024-05-02,Yes,1
R102238,P1082,Compact Protein Bars,Grocery & Gourmet Food,4,Very satisfied,Durable and works as expected.,2025-09-17,No,1
R102239,P1048,Smart Hiking Backpack,Sports & Outdoors,5,Very satisfied,Easy to use and set up. impressive performance overall. durable and works as expected.,2025-07-14,No,2
R102240,P1116,Classic Chew Toys,Pet Supplies,3,It's okay,"Does what it says, nothing more. acceptable but could be improved.",2024-07-26,Yes,1
R102241,P1131,Classic Baby Monitor,Baby Products,5,Exceeded expectations,Fast shipping and well packaged. great value for the price.,2024-11-29,Yes,2
R102242,P1124,Smart Notebook,Office Products,3,Decent for the price,Average quality for the price. some pros and some cons.,2024-06-22,Yes,4
R102243,P1093,Essential First Aid Kit,Health & Household,1,Broke quickly,Terrible experience overall. broke after a few days of use.,2023-09-16,Yes,1
R102244,P1117,Essential Chew Toys,Pet Supplies,5,Excellent product,Works perfectly and exceeded my expectations.,2024-08-28,Yes,2
R102245,P1088,Smart Olive Oil,Grocery & Gourmet Food,4,Excellent product,Amazing quality for the price. exactly as described and works great.,2023-06-19,No,3
R102246,P1129,Max Sticky Notes,Office Products,5,Excellent product,Exactly as described and works great.,2024-02-04,Yes,4
R102247,P1174,Elite Game Console Stand,Video Games,5,Great purchase!,Customer service was excellent.,2024-02-11,Yes,2
R102248,P1090,Classic Vitamin Supplements,Health & Household,4,Excellent product,Durable and works as expected. customer service was excellent. great value for the price.,2025-12-22,Yes,0
R102249,P1136,Ultra Pacifier Set,Baby Products,4,Excellent product,Very happy with this purchase. excellent build quality.,2023-12-08,Yes,1
R102250,P1025,Prime Cutlery Set,Home & Kitchen,5,Excellent product,Great value for the price. best purchase i've made this year. easy to use and set up.,2024-04-08,Yes,2
R102251,P1192,Elite Earrings Set,Jewelry,4,Very satisfied,Great value for the price. very happy with this purchase. durable and works as expected.,2024-02-19,Yes,0
R102252,P1102,Max Phone Mount,Automotive,4,Very satisfied,Exactly as described and works great. very happy with this purchase.,2025-09-02,Yes,1
R102253,P1034,Max Lip Balm Set,Beauty & Personal Care,5,Exceeded expectations,Highly recommend this to everyone. absolutely love this product. works perfectly and exceeded my expectations.,2024-09-30,Yes,0
R102254,P1187,Max Paint Roller,Tools & Home Improvement,5,Very satisfied,Durable and works as expected. works perfectly and exceeded my expectations. absolutely love this product.,2023-10-15,Yes,8
R102255,P1041,Plus Yoga Mat,Sports & Outdoors,3,Average product,"Not bad, not great either.",2025-05-08,Yes,1
R102256,P1049,Lite Hiking Backpack,Sports & Outdoors,2,Poor quality,Regret buying this product.,2023-05-25,Yes,2
R102257,P1070,Essential Running Shoes,Shoes,5,Very satisfied,Impressive performance overall.,2023-09-10,Yes,1
R102258,P1149,Essential Solar Lights,Garden & Outdoor,4,Highly recommend,Great value for the price. excellent build quality. amazing quality for the price.,2024-07-18,Yes,6
R102259,P1002,Pro Bluetooth Speaker,Electronics,3,Does the job,"Does what it says, nothing more.",2025-12-09,Yes,0
R102260,P1160,Essential Blu-ray Set,Movies & TV,5,Very satisfied,Amazing quality for the price. excellent build quality. best purchase i've made this year.,2024-09-03,Yes,2
R102261,P1138,Compact Baby Bottles,Baby Products,5,Great purchase!,Durable and works as expected. amazing quality for the price. great value for the price.,2024-11-30,No,2
R102262,P1010,Ultra Novel,Books,5,Great purchase!,Easy to use and set up. highly recommend this to everyone.,2025-08-13,Yes,1
R102263,P1043,Max Resistance Bands,Sports & Outdoors,5,Very satisfied,Super comfortable and stylish. easy to use and set up. customer service was excellent.,2024-08-19,Yes,7
R102264,P1026,Plus Coffee Maker,Home & Kitchen,5,Excellent product,Super comfortable and stylish.,2025-01-12,Yes,0
R102265,P1170,Compact Game Controller,Video Games,4,Very satisfied,Easy to use and set up. super comfortable and stylish.,2025-05-13,Yes,0
R102266,P1026,Plus Coffee Maker,Home & Kitchen,3,Decent for the price,Meets basic expectations. reasonable for occasional use.,2024-11-04,Yes,1
R102267,P1064,Deluxe Jeans,Clothing,5,Great purchase!,Works perfectly and exceeded my expectations. absolutely love this product.,2025-09-21,Yes,2
R102268,P1126,Plus Stapler,Office Products,4,Very satisfied,Durable and works as expected.,2024-06-28,Yes,2
R102269,P1199,Smart Watch,Jewelry,2,Broke quickly,Arrived damaged and defective. customer service was unhelpful. not as described in the listing.,2025-02-08,Yes,0
R102270,P1170,Compact Game Controller,Video Games,3,Decent for the price,"It's okay, does the job but nothing special. average quality for the price.",2023-07-21,Yes,2
R102271,P1030,Essential Face Serum,Beauty & Personal Care,3,Decent for the price,Some pros and some cons.,2025-05-13,Yes,0
R102272,P1183,Max Tool Box,Tools & Home Improvement,4,Very satisfied,Absolutely love this product. fast shipping and well packaged. best purchase i've made this year.,2025-08-01,Yes,5
R102273,P1133,Lite Diaper Bag,Baby Products,1,Not worth it,"Waste of money, would not recommend.",2023-02-22,Yes,3
R102274,P1046,Essential Camping Tent,Sports & Outdoors,5,Exceeded expectations,Best purchase i've made this year.,2023-07-22,Yes,4
R102275,P1105,Ultra Seat Covers,Automotive,5,Very satisfied,Super comfortable and stylish.,2024-06-03,Yes,0
R102276,P1174,Elite Game Console Stand,Video Games,3,Does the job,Some pros and some cons. decent product overall.,2025-07-02,Yes,6
R102277,P1083,Ultra Protein Bars,Grocery & Gourmet Food,4,Exceeded expectations,Super comfortable and stylish. best purchase i've made this year.,2023-11-25,Yes,2
R102278,P1197,Prime Ring,Jewelry,5,Very satisfied,Best purchase i've made this year. fast shipping and well packaged. super comfortable and stylish.,2024-12-14,Yes,3
R102279,P1044,Max Water Bottle,Sports & Outdoors,5,Exceeded expectations,Easy to use and set up. works perfectly and exceeded my expectations.,2024-12-21,Yes,17
R102280,P1189,Deluxe Tape Measure,Tools & Home Improvement,5,Exceeded expectations,Fast shipping and well packaged.,2023-07-27,No,1
R102281,P1023,Compact Air Fryer,Home & Kitchen,5,Very satisfied,Exactly as described and works great. fast shipping and well packaged. durable and works as expected.,2024-01-17,Yes,0
R102282,P1051,Ultra Building Blocks,Toys & Games,3,Does the job,Acceptable but could be improved. some pros and some cons.,2025-06-15,No,6
R102283,P1193,Ultra Earrings Set,Jewelry,4,Exceeded expectations,Great value for the price.,2023-02-02,Yes,0
R102284,P1148,Prime Solar Lights,Garden & Outdoor,3,Does the job,"Does what it says, nothing more. reasonable for occasional use.",2023-12-31,Yes,5
R102285,P1178,Classic Memory Card,Video Games,4,Great purchase!,Excellent build quality.,2023-07-05,Yes,3
R102286,P1169,Ultra Remote Control,Movies & TV,3,Does the job,Meets basic expectations. works fine but nothing extraordinary.,2025-12-27,Yes,4
R102287,P1034,Max Lip Balm Set,Beauty & Personal Care,5,Exceeded expectations,Works perfectly and exceeded my expectations. easy to use and set up.,2023-06-18,Yes,1
R102288,P1057,Elite Board Game,Toys & Games,4,Highly recommend,Easy to use and set up. absolutely love this product.,2023-11-14,Yes,0
R102289,P1070,Essential Running Shoes,Shoes,5,Highly recommend,Amazing quality for the price.,2024-03-24,Yes,3
R102290,P1057,Elite Board Game,Toys & Games,5,Highly recommend,Best purchase i've made this year. customer service was excellent.,2023-10-25,Yes,1
R102291,P1062,Pro Jacket,Clothing,5,Excellent product,Easy to use and set up.,2025-09-16,Yes,4
R102292,P1106,Deluxe Jump Starter,Automotive,5,Very satisfied,Very happy with this purchase. durable and works as expected. excellent build quality.,2024-01-17,Yes,10
R102293,P1148,Prime Solar Lights,Garden & Outdoor,4,Very satisfied,Best purchase i've made this year. durable and works as expected.,2024-06-19,Yes,0
R102294,P1093,Essential First Aid Kit,Health & Household,5,Exceeded expectations,Exactly as described and works great. fast shipping and well packaged.,2024-04-25,Yes,3
R102295,P1091,Lite Vitamin Supplements,Health & Household,5,Highly recommend,Super comfortable and stylish.,2024-10-20,No,0
R102296,P1179,Prime Memory Card,Video Games,4,Excellent product,Customer service was excellent.,2023-09-21,Yes,1
R102297,P1129,Max Sticky Notes,Office Products,4,Great purchase!,Amazing quality for the price. very happy with this purchase. fast shipping and well packaged.,2024-04-11,Yes,3
R102298,P1183,Max Tool Box,Tools & Home Improvement,5,Very satisfied,Best purchase i've made this year. very happy with this purchase. excellent build quality.,2024-07-05,Yes,0
R102299,P1013,Pro Cookbook,Books,4,Very satisfied,Durable and works as expected. amazing quality for the price.,2025-06-12,Yes,0
R102300,P1043,Max Resistance Bands,Sports & Outdoors,3,Mixed feelings,"Does what it says, nothing more.",2023-04-28,No,4
R102301,P1122,Prime Wireless Mouse,Office Products,5,Exceeded expectations,Great value for the price. works perfectly and exceeded my expectations. best purchase i've made this year.,2023-05-14,No,1
R102302,P1070,Essential Running Shoes,Shoes,5,Excellent product,Highly recommend this to everyone. super comfortable and stylish. absolutely love this product.,2025-10-02,Yes,6
R102303,P1195,Lite Bracelet,Jewelry,5,Highly recommend,Exactly as described and works great.,2025-07-14,Yes,0
R102304,P1178,Classic Memory Card,Video Games,5,Excellent product,Highly recommend this to everyone. fast shipping and well packaged. excellent build quality.,2025-11-06,No,1
R102305,P1036,Classic Electric Razor,Beauty & Personal Care,4,Great purchase!,Best purchase i've made this year. durable and works as expected. fast shipping and well packaged.,2023-04-19,Yes,0
R102306,P1091,Lite Vitamin Supplements,Health & Household,4,Excellent product,Works perfectly and exceeded my expectations. customer service was excellent. impressive performance overall.,2023-05-11,Yes,0
R102307,P1186,Ultra Paint Roller,Tools & Home Improvement,3,Average product,Decent product overall.,2024-01-03,Yes,1
R102308,P1007,Ultra Power Bank,Electronics,5,Great purchase!,Impressive performance overall. amazing quality for the price. super comfortable and stylish.,2024-11-10,Yes,6
R102309,P1103,Plus Phone Mount,Automotive,4,Very satisfied,Super comfortable and stylish. best purchase i've made this year. exactly as described and works great.,2025-02-19,Yes,5
R102310,P1035,Essential Lip Balm Set,Beauty & Personal Care,5,Exceeded expectations,Great value for the price. works perfectly and exceeded my expectations.,2024-12-28,Yes,4
R102311,P1110,Deluxe Dog Leash,Pet Supplies,3,Average product,Acceptable but could be improved. average quality for the price.,2024-06-17,Yes,3
R102312,P1058,Max Action Figure,Toys & Games,5,Great purchase!,Best purchase i've made this year. impressive performance overall.,2024-11-26,Yes,3
R102313,P1024,Smart Cutlery Set,Home & Kitchen,4,Great purchase!,Highly recommend this to everyone. absolutely love this product. durable and works as expected.,2023-05-02,Yes,2
R102314,P1024,Smart Cutlery Set,Home & Kitchen,5,Excellent product,Absolutely love this product.,2023-01-26,Yes,2
R102315,P1098,Max Hand Sanitizer,Health & Household,2,Broke quickly,Broke after a few days of use. flimsy material and poor stitching.,2025-02-06,No,1
R102316,P1044,Max Water Bottle,Sports & Outdoors,5,Excellent product,Best purchase i've made this year.,2025-10-17,Yes,5
R102317,P1055,Essential RC Car,Toys & Games,3,Decent for the price,Average quality for the price. works fine but nothing extraordinary.,2025-02-05,Yes,9
R102318,P1112,Lite Cat Litter Box,Pet Supplies,4,Excellent product,Easy to use and set up. customer service was excellent. great value for the price.,2023-11-01,Yes,3
R102319,P1113,Plus Cat Litter Box,Pet Supplies,5,Great purchase!,Durable and works as expected.,2023-09-04,Yes,5
R102320,P1079,Essential Slippers,Shoes,5,Highly recommend,Works perfectly and exceeded my expectations. fast shipping and well packaged.,2025-11-27,Yes,1
R102321,P1025,Prime Cutlery Set,Home & Kitchen,5,Highly recommend,Excellent build quality. durable and works as expected.,2024-11-21,No,0
R102322,P1168,Prime Remote Control,Movies & TV,5,Very satisfied,Easy to use and set up. exactly as described and works great. customer service was excellent.,2023-08-27,Yes,4
R102323,P1016,Deluxe Biography,Books,5,Highly recommend,Excellent build quality. fast shipping and well packaged.,2024-05-05,No,0
R102324,P1125,Elite Notebook,Office Products,5,Very satisfied,Customer service was excellent.,2023-03-27,Yes,0
R102325,P1122,Prime Wireless Mouse,Office Products,1,Very disappointed,Started malfunctioning almost immediately. flimsy material and poor stitching. not as described in the listing.,2025-11-30,Yes,3
R102326,P1167,Classic Projector Screen,Movies & TV,4,Excellent product,Impressive performance overall. very happy with this purchase.,2025-12-25,Yes,5
R102327,P1193,Ultra Earrings Set,Jewelry,4,Exceeded expectations,Best purchase i've made this year. excellent build quality. highly recommend this to everyone.,2023-10-05,Yes,0
R102328,P1050,Prime Building Blocks,Toys & Games,5,Very satisfied,Best purchase i've made this year. exactly as described and works great.,2025-06-10,Yes,2
R102329,P1125,Elite Notebook,Office Products,3,It's okay,Acceptable but could be improved.,2024-10-20,Yes,3
R102330,P1156,Essential Guitar Strings,Musical Instruments,4,Exceeded expectations,Highly recommend this to everyone. amazing quality for the price.,2023-04-23,Yes,2
R102331,P1010,Ultra Novel,Books,4,Exceeded expectations,Works perfectly and exceeded my expectations.,2023-12-22,Yes,5
R102332,P1189,Deluxe Tape Measure,Tools & Home Improvement,5,Great purchase!,Very happy with this purchase.,2023-04-07,No,3
R102333,P1098,Max Hand Sanitizer,Health & Household,2,Broke quickly,Cheaply made and feels fragile.,2023-04-18,Yes,5
R102334,P1175,Deluxe Game Console Stand,Video Games,5,Excellent product,Super comfortable and stylish. very happy with this purchase.,2024-01-01,Yes,3
R102335,P1174,Elite Game Console Stand,Video Games,4,Very satisfied,Absolutely love this product. excellent build quality. works perfectly and exceeded my expectations.,2024-01-16,No,6
R102336,P1182,Elite Tool Box,Tools & Home Improvement,5,Highly recommend,Works perfectly and exceeded my expectations. super comfortable and stylish.,2025-10-11,Yes,0
R102337,P1163,Lite Streaming Device,Movies & TV,4,Highly recommend,Absolutely love this product. impressive performance overall. exactly as described and works great.,2023-08-27,No,6
R102338,P1001,Ultra Wireless Earbuds,Electronics,1,Poor quality,Terrible experience overall.,2023-12-29,No,9
R102339,P1058,Max Action Figure,Toys & Games,5,Very satisfied,Impressive performance overall. easy to use and set up.,2023-04-02,Yes,2
R102340,P1153,Ultra Keyboard,Musical Instruments,4,Exceeded expectations,Durable and works as expected.,2025-05-15,Yes,0
R102341,P1181,Pro Drill Set,Tools & Home Improvement,5,Exceeded expectations,Highly recommend this to everyone. excellent build quality. best purchase i've made this year.,2025-04-18,Yes,1
R102342,P1106,Deluxe Jump Starter,Automotive,5,Highly recommend,Exactly as described and works great. highly recommend this to everyone.,2025-09-26,Yes,1
R102343,P1002,Pro Bluetooth Speaker,Electronics,3,Average product,"It's okay, does the job but nothing special. acceptable but could be improved.",2024-04-01,Yes,0
R102344,P1029,Elite Storage Containers,Home & Kitchen,5,Very satisfied,Great value for the price.,2023-05-17,Yes,11
R102345,P1083,Ultra Protein Bars,Grocery & Gourmet Food,4,Exceeded expectations,Super comfortable and stylish.,2025-03-26,Yes,1
R102346,P1073,Max Sandals,Shoes,4,Exceeded expectations,Easy to use and set up. durable and works as expected.,2023-08-11,Yes,2
R102347,P1101,Pro Car Vacuum,Automotive,4,Excellent product,Works perfectly and exceeded my expectations.,2025-10-16,Yes,6
R102348,P1132,Prime Diaper Bag,Baby Products,4,Very satisfied,Amazing quality for the price.,2023-08-12,Yes,2
R102349,P1009,Prime USB-C Cable,Electronics,3,It's okay,Works fine but nothing extraordinary. average quality for the price.,2024-05-10,Yes,12
R102350,P1094,Compact Air Purifier,Health & Household,3,Decent for the price,Works fine but nothing extraordinary. acceptable but could be improved.,2023-03-26,Yes,0
R102351,P1128,Plus Sticky Notes,Office Products,5,Highly recommend,Customer service was excellent.,2024-10-13,Yes,2
R102352,P1003,Essential Bluetooth Speaker,Electronics,4,Exceeded expectations,Fast shipping and well packaged.,2023-12-26,Yes,1
R102353,P1051,Ultra Building Blocks,Toys & Games,5,Highly recommend,Absolutely love this product. exactly as described and works great. easy to use and set up.,2024-08-20,Yes,0
R102354,P1057,Elite Board Game,Toys & Games,5,Highly recommend,Best purchase i've made this year.,2024-11-18,Yes,3
R102355,P1112,Lite Cat Litter Box,Pet Supplies,4,Very satisfied,Easy to use and set up.,2023-05-23,Yes,1
R102356,P1154,Compact Drum Sticks,Musical Instruments,4,Highly recommend,Highly recommend this to everyone. very happy with this purchase. great value for the price.,2024-10-12,Yes,4
R102357,P1175,Deluxe Game Console Stand,Video Games,4,Excellent product,Exactly as described and works great.,2025-12-30,Yes,1
R102358,P1184,Lite LED Light Bulbs,Tools & Home Improvement,5,Exceeded expectations,Super comfortable and stylish.,2025-01-28,Yes,16
R102359,P1026,Plus Coffee Maker,Home & Kitchen,4,Great purchase!,Excellent build quality. absolutely love this product. exactly as described and works great.,2023-04-30,Yes,7
R102360,P1196,Ultra Ring,Jewelry,4,Great purchase!,Works perfectly and exceeded my expectations. easy to use and set up. excellent build quality.,2023-06-01,Yes,0
R102361,P1121,Prime Desk Organizer,Office Products,3,Mixed feelings,"Meets basic expectations. not bad, not great either.",2024-05-01,Yes,1
R102362,P1156,Essential Guitar Strings,Musical Instruments,3,Mixed feelings,Some pros and some cons. acceptable but could be improved.,2023-11-10,Yes,0
R102363,P1092,Plus First Aid Kit,Health & Household,5,Exceeded expectations,Great value for the price.,2023-12-24,No,5
R102364,P1099,Pro Hand Sanitizer,Health & Household,5,Exceeded expectations,Impressive performance overall. great value for the price.,2023-02-12,Yes,0
R102365,P1076,Max Boots,Shoes,2,Not worth it,Broke after a few days of use.,2025-04-20,Yes,0
R102366,P1138,Compact Baby Bottles,Baby Products,5,Highly recommend,Exactly as described and works great.,2024-12-23,Yes,7
R102367,P1103,Plus Phone Mount,Automotive,4,Very satisfied,Impressive performance overall. exactly as described and works great.,2025-07-15,Yes,0
R102368,P1099,Pro Hand Sanitizer,Health & Household,4,Exceeded expectations,Fast shipping and well packaged. impressive performance overall.,2025-03-27,Yes,1
R102369,P1135,Pro Baby Carrier,Baby Products,4,Highly recommend,Excellent build quality.,2024-01-27,Yes,2
R102370,P1186,Ultra Paint Roller,Tools & Home Improvement,5,Very satisfied,Customer service was excellent. durable and works as expected. fast shipping and well packaged.,2025-04-16,Yes,0
R102371,P1078,Compact Slippers,Shoes,1,Would not recommend,"Waste of money, would not recommend.",2025-08-21,Yes,15
R102372,P1166,Prime Projector Screen,Movies & TV,3,It's okay,"Meets basic expectations. not bad, not great either.",2024-02-13,Yes,0
R102373,P1141,Plus Garden Hose,Garden & Outdoor,3,Decent for the price,"Not bad, not great either.",2025-06-03,Yes,0
R102374,P1113,Plus Cat Litter Box,Pet Supplies,4,Highly recommend,Super comfortable and stylish.,2025-03-01,Yes,4
R102375,P1044,Max Water Bottle,Sports & Outdoors,4,Excellent product,Super comfortable and stylish. best purchase i've made this year.,2023-11-16,Yes,1
R102376,P1147,Lite Lawn Chair,Garden & Outdoor,5,Very satisfied,Great value for the price.,2024-10-10,Yes,2
R102377,P1189,Deluxe Tape Measure,Tools & Home Improvement,5,Very satisfied,Customer service was excellent.,2024-10-09,Yes,6
R102378,P1195,Lite Bracelet,Jewelry,1,Very disappointed,Customer service was unhelpful. started malfunctioning almost immediately. terrible experience overall.,2023-07-18,Yes,4
R102379,P1021,Prime Blender,Home & Kitchen,4,Great purchase!,Absolutely love this product.,2024-11-09,No,13
R102380,P1080,Smart Coffee Beans,Grocery & Gourmet Food,4,Highly recommend,Excellent build quality. super comfortable and stylish.,2024-03-12,Yes,13
R102381,P1016,Deluxe Biography,Books,5,Excellent product,Durable and works as expected. fast shipping and well packaged.,2025-07-03,Yes,0
R102382,P1180,Prime Drill Set,Tools & Home Improvement,5,Exceeded expectations,Highly recommend this to everyone.,2023-07-27,Yes,14
