review_id,product_id,product_name,category,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,review_text_clean,review_length,sentiment_score,sentiment_label
R101347,P1007,Ultra Power Bank,Electronics,5,Great purchase!,Best purchase i've made this year. excellent build quality.,2024-07-05,Yes,2,best purchase i've made this year excellent build quality,9,1.0,Positive
R101348,P1150,Prime Acoustic Guitar,Musical Instruments,5,Excellent product,Works perfectly and exceeded my expectations. excellent build quality. customer service was excellent.,2023-09-15,Yes,1,works perfectly and exceeded my expectations excellent build quality customer service was excellent,13,1.0,Positive
R101349,P1104,Essential Seat Covers,Automotive,5,Excellent product,Works perfectly and exceeded my expectations. easy to use and set up.,2024-02-21,Yes,4,works perfectly and exceeded my expectations easy to use and set up,12,1.0,Positive
R101350,P1036,Classic Electric Razor,Beauty & Personal Care,4,Highly recommend,Very happy with this purchase. great value for the price.,2025-05-17,No,11,very happy with this purchase great value for the price,10,1.0,Positive
R101351,P1142,Elite Patio Umbrella,Garden & Outdoor,2,Not worth it,"Broke after a few days of use. worse than expected, very frustrating.",2024-08-15,Yes,0,broke after a few days of use worse than expected very frustrating,12,-1.0,Negative
R101352,P1042,Ultra Resistance Bands,Sports & Outdoors,5,Very satisfied,Absolutely love this product.,2024-07-13,Yes,4,absolutely love this product,4,1.0,Positive
R101353,P1174,Elite Game Console Stand,Video Games,2,Would not recommend,Cheaply made and feels fragile. regret buying this product.,2025-11-11,Yes,0,cheaply made and feels fragile regret buying this product,9,-1.0,Negative
R101354,P1041,Plus Yoga Mat,Sports & Outdoors,1,Poor quality,Customer service was unhelpful. not as described in the listing. poor quality and not worth the money.,2023-07-03,Yes,1,customer service was unhelpful not as described in the listing poor quality and not worth the money,17,-0.588,Negative
R101355,P1031,Pro Face Serum,Beauty & Personal Care,5,Excellent product,Super comfortable and stylish.,2024-07-26,No,2,super comfortable and stylish,4,1.0,Positive
R101356,P1053,Ultra Puzzle Set,Toys & Games,4,Exceeded expectations,Very happy with this purchase. customer service was excellent. fast shipping and well packaged.,2024-06-19,No,1,very happy with this purchase customer service was excellent fast shipping and well packaged,14,1.0,Positive
R101357,P1181,Pro Drill Set,Tools & Home Improvement,1,Poor quality,Stopped working within a week. does not work as advertised.,2024-11-30,Yes,1,stopped working within a week does not work as advertised,10,-0.5,Negative
R101358,P1153,Ultra Keyboard,Musical Instruments,5,Highly recommend,Absolutely love this product. super comfortable and stylish.,2023-01-05,Yes,10,absolutely love this product super comfortable and stylish,8,1.0,Positive
R101359,P1001,Ultra Wireless Earbuds,Electronics,5,Highly recommend,Best purchase i've made this year.,2025-04-26,Yes,0,best purchase i've made this year,6,0.833,Positive
R101360,P1178,Classic Memory Card,Video Games,5,Excellent product,Amazing quality for the price. customer service was excellent. exactly as described and works great.,2023-06-16,Yes,4,amazing quality for the price customer service was excellent exactly as described and works great,15,1.0,Positive
R101361,P1166,Prime Projector Screen,Movies & TV,5,Very satisfied,Works perfectly and exceeded my expectations. very happy with this purchase. absolutely love this product.,2023-09-10,Yes,1,works perfectly and exceeded my expectations very happy with this purchase absolutely love this product,15,1.0,Positive
R101362,P1096,Deluxe Thermometer,Health & Household,4,Great purchase!,Fast shipping and well packaged. exactly as described and works great. great value for the price.,2023-09-13,Yes,1,fast shipping and well packaged exactly as described and works great great value for the price,16,1.0,Positive
R101363,P1049,Lite Hiking Backpack,Sports & Outdoors,2,Very disappointed,Broke after a few days of use. does not work as advertised.,2024-07-29,Yes,0,broke after a few days of use does not work as advertised,12,-0.417,Negative
R101364,P1181,Pro Drill Set,Tools & Home Improvement,3,Decent for the price,Decent product overall. average quality for the price.,2024-09-12,Yes,1,decent product overall average quality for the price,8,0.625,Positive
R101365,P1056,Compact Board Game,Toys & Games,5,Exceeded expectations,Amazing quality for the price.,2023-03-17,Yes,1,amazing quality for the price,5,1.0,Positive
R101366,P1180,Prime Drill Set,Tools & Home Improvement,1,Would not recommend,Not as described in the listing. does not work as advertised. broke after a few days of use.,2025-03-22,Yes,9,not as described in the listing does not work as advertised broke after a few days of use,18,-0.278,Negative
R101367,P1071,Lite Running Shoes,Shoes,5,Excellent product,Very happy with this purchase. amazing quality for the price. great value for the price.,2024-02-01,Yes,4,very happy with this purchase amazing quality for the price great value for the price,15,1.0,Positive
R101368,P1144,Plus Plant Pots,Garden & Outdoor,5,Highly recommend,Best purchase i've made this year. durable and works as expected. easy to use and set up.,2023-05-14,Yes,2,best purchase i've made this year durable and works as expected easy to use and set up,17,0.882,Positive
R101369,P1190,Pro Silver Necklace,Jewelry,5,Exceeded expectations,Great value for the price.,2024-04-11,No,0,great value for the price,5,1.0,Positive
R101370,P1186,Ultra Paint Roller,Tools & Home Improvement,4,Great purchase!,Excellent build quality. easy to use and set up.,2025-12-27,Yes,0,excellent build quality easy to use and set up,9,1.0,Positive
R101371,P1174,Elite Game Console Stand,Video Games,3,It's okay,"It's okay, does the job but nothing special. not bad, not great either.",2024-10-23,Yes,0,it's okay does the job but nothing special not bad not great either,13,0.0,Neutral
R101372,P1104,Essential Seat Covers,Automotive,5,Excellent product,Works perfectly and exceeded my expectations. best purchase i've made this year.,2025-08-13,Yes,4,works perfectly and exceeded my expectations best purchase i've made this year,12,1.0,Positive
R101373,P1132,Prime Diaper Bag,Baby Products,5,Highly recommend,Impressive performance overall.,2023-04-07,Yes,0,impressive performance overall,3,1.0,Positive
R101374,P1107,Elite Jump Starter,Automotive,5,Very satisfied,Amazing quality for the price. fast shipping and well packaged. absolutely love this product.,2024-02-03,Yes,3,amazing quality for the price fast shipping and well packaged absolutely love this product,14,1.0,Positive
R101375,P1146,Elite Lawn Chair,Garden & Outdoor,4,Highly recommend,Super comfortable and stylish.,2025-05-17,No,3,super comfortable and stylish,4,1.0,Positive
R101376,P1063,Compact Jacket,Clothing,4,Exceeded expectations,Great value for the price.,2024-09-28,Yes,1,great value for the price,5,1.0,Positive
R101377,P1160,Essential Blu-ray Set,Movies & TV,5,Very satisfied,Absolutely love this product.,2025-06-03,Yes,1,absolutely love this product,4,1.0,Positive
R101378,P1151,Pro Acoustic Guitar,Musical Instruments,4,Highly recommend,Impressive performance overall. fast shipping and well packaged. highly recommend this to everyone.,2023-08-09,Yes,6,impressive performance overall fast shipping and well packaged highly recommend this to everyone,13,1.0,Positive
R101379,P1087,Prime Snack Pack,Grocery & Gourmet Food,5,Exceeded expectations,Easy to use and set up.,2025-11-30,Yes,0,easy to use and set up,6,0.833,Positive
R101380,P1018,Prime Notebook Set,Books,3,Decent for the price,Average quality for the price. acceptable but could be improved.,2023-09-13,Yes,0,average quality for the price acceptable but could be improved,10,0.5,Positive
R101381,P1015,Ultra Self-Help Guide,Books,5,Exceeded expectations,Exactly as described and works great.,2023-05-14,Yes,1,exactly as described and works great,6,0.833,Positive
R101382,P1015,Ultra Self-Help Guide,Books,3,Decent for the price,"It's okay, does the job but nothing special. meets basic expectations.",2025-06-03,Yes,9,it's okay does the job but nothing special meets basic expectations,11,0.0,Neutral
R101383,P1173,Prime Gaming Headset,Video Games,4,Great purchase!,Very happy with this purchase.,2024-08-26,Yes,0,very happy with this purchase,5,1.0,Positive
R101384,P1102,Max Phone Mount,Automotive,4,Very satisfied,Durable and works as expected.,2024-04-22,No,3,durable and works as expected,5,1.0,Positive
R101385,P1168,Prime Remote Control,Movies & TV,2,Not worth it,"Broke after a few days of use. arrived damaged and defective. waste of money, would not recommend.",2025-05-26,No,0,broke after a few days of use arrived damaged and defective waste of money would not recommend,17,-1.0,Negative
R101386,P1158,Max Microphone,Musical Instruments,5,Great purchase!,Fast shipping and well packaged.,2025-07-18,Yes,1,fast shipping and well packaged,5,1.0,Positive
R101387,P1150,Prime Acoustic Guitar,Musical Instruments,5,Great purchase!,Works perfectly and exceeded my expectations.,2023-01-26,Yes,1,works perfectly and exceeded my expectations,6,1.0,Positive
R101388,P1017,Smart Biography,Books,1,Broke quickly,Flimsy material and poor stitching. regret buying this product. does not work as advertised.,2023-09-16,Yes,0,flimsy material and poor stitching regret buying this product does not work as advertised,14,-1.0,Negative
R101389,P1065,Essential Jeans,Clothing,4,Excellent product,Exactly as described and works great. amazing quality for the price.,2025-06-29,Yes,0,exactly as described and works great amazing quality for the price,11,1.0,Positive
R101390,P1035,Essential Lip Balm Set,Beauty & Personal Care,1,Would not recommend,Broke after a few days of use.,2024-09-30,Yes,5,broke after a few days of use,7,-0.714,Negative
R101391,P1131,Classic Baby Monitor,Baby Products,5,Excellent product,Customer service was excellent. fast shipping and well packaged. highly recommend this to everyone.,2023-10-26,Yes,4,customer service was excellent fast shipping and well packaged highly recommend this to everyone,14,1.0,Positive
R101392,P1079,Essential Slippers,Shoes,5,Great purchase!,Fast shipping and well packaged. highly recommend this to everyone. impressive performance overall.,2025-11-26,Yes,0,fast shipping and well packaged highly recommend this to everyone impressive performance overall,13,1.0,Positive
R101393,P1173,Prime Gaming Headset,Video Games,5,Highly recommend,Absolutely love this product.,2025-11-04,Yes,0,absolutely love this product,4,1.0,Positive
R101394,P1143,Ultra Patio Umbrella,Garden & Outdoor,5,Exceeded expectations,Exactly as described and works great.,2024-02-05,No,15,exactly as described and works great,6,0.833,Positive
R101395,P1163,Lite Streaming Device,Movies & TV,5,Great purchase!,Customer service was excellent.,2024-11-30,Yes,11,customer service was excellent,4,1.0,Positive
R101396,P1121,Prime Desk Organizer,Office Products,5,Exceeded expectations,Super comfortable and stylish. amazing quality for the price. durable and works as expected.,2024-11-18,Yes,0,super comfortable and stylish amazing quality for the price durable and works as expected,14,1.0,Positive
R101397,P1107,Elite Jump Starter,Automotive,4,Very satisfied,Great value for the price. works perfectly and exceeded my expectations.,2023-03-28,Yes,2,great value for the price works perfectly and exceeded my expectations,11,1.0,Positive
R101398,P1000,Compact Wireless Earbuds,Electronics,2,Not worth it,"Does not work as advertised. started malfunctioning almost immediately. worse than expected, very frustrating.",2024-03-12,Yes,2,does not work as advertised started malfunctioning almost immediately worse than expected very frustrating,14,-1.0,Negative
R101399,P1188,Essential Tape Measure,Tools & Home Improvement,5,Very satisfied,Customer service was excellent. super comfortable and stylish.,2024-02-25,Yes,0,customer service was excellent super comfortable and stylish,8,1.0,Positive
R101400,P1001,Ultra Wireless Earbuds,Electronics,5,Exceeded expectations,Absolutely love this product. works perfectly and exceeded my expectations.,2023-03-03,Yes,7,absolutely love this product works perfectly and exceeded my expectations,10,1.0,Positive
R101401,P1036,Classic Electric Razor,Beauty & Personal Care,5,Excellent product,Amazing quality for the price. excellent build quality.,2025-01-07,Yes,9,amazing quality for the price excellent build quality,8,1.0,Positive
R101402,P1007,Ultra Power Bank,Electronics,4,Exceeded expectations,Excellent build quality.,2023-12-23,Yes,11,excellent build quality,3,1.0,Positive
R101403,P1067,Deluxe Hoodie,Clothing,5,Highly recommend,Great value for the price. fast shipping and well packaged. very happy with this purchase.,2024-01-01,Yes,0,great value for the price fast shipping and well packaged very happy with this purchase,15,1.0,Positive
R101404,P1045,Elite Water Bottle,Sports & Outdoors,4,Great purchase!,,2023-10-09,Yes,3,,0,0.0,Neutral
R101405,P1028,Lite Storage Containers,Home & Kitchen,3,Mixed feelings,Decent product overall. meets basic expectations.,2024-05-06,Yes,3,decent product overall meets basic expectations,6,0.0,Neutral
R101406,P1095,Prime Air Purifier,Health & Household,5,Excellent product,Great value for the price. very happy with this purchase. customer service was excellent.,2025-06-07,No,0,great value for the price very happy with this purchase customer service was excellent,14,1.0,Positive
R101407,P1016,Deluxe Biography,Books,5,Highly recommend,Great value for the price.,2024-01-24,Yes,4,great value for the price,5,1.0,Positive
R101408,P1096,Deluxe Thermometer,Health & Household,4,Very satisfied,Fast shipping and well packaged. impressive performance overall. durable and works as expected.,2024-05-15,No,0,fast shipping and well packaged impressive performance overall durable and works as expected,13,1.0,Positive
R101409,P1195,Lite Bracelet,Jewelry,1,Poor quality,Not as described in the listing. does not work as advertised. customer service was unhelpful.,2023-11-01,Yes,1,not as described in the listing does not work as advertised customer service was unhelpful,15,-0.333,Negative
R101410,P1013,Pro Cookbook,Books,5,Excellent product,Customer service was excellent. highly recommend this to everyone. great value for the price.,2025-09-28,Yes,0,customer service was excellent highly recommend this to everyone great value for the price,14,1.0,Positive
R101411,P1020,Pro Blender,Home & Kitchen,5,Excellent product,Customer service was excellent. best purchase i've made this year.,2023-05-13,Yes,0,customer service was excellent best purchase i've made this year,10,1.0,Positive
R101412,P1099,Pro Hand Sanitizer,Health & Household,4,Very satisfied,Customer service was excellent. very happy with this purchase. fast shipping and well packaged.,2025-11-28,Yes,5,customer service was excellent very happy with this purchase fast shipping and well packaged,14,1.0,Positive
R101413,P1082,Compact Protein Bars,Grocery & Gourmet Food,5,Very satisfied,Fast shipping and well packaged. very happy with this purchase. super comfortable and stylish.,2025-10-10,Yes,0,fast shipping and well packaged very happy with this purchase super comfortable and stylish,14,1.0,Positive
R101414,P1148,Prime Solar Lights,Garden & Outdoor,4,Excellent product,Best purchase i've made this year. customer service was excellent.,2023-03-16,Yes,0,best purchase i've made this year customer service was excellent,10,1.0,Positive
R101415,P1051,Ultra Building Blocks,Toys & Games,4,Very satisfied,Easy to use and set up. excellent build quality.,2024-03-23,Yes,3,easy to use and set up excellent build quality,9,1.0,Positive
R101416,P1096,Deluxe Thermometer,Health & Household,2,Poor quality,Very disappointed with this purchase. regret buying this product. cheaply made and feels fragile.,2023-06-23,Yes,1,very disappointed with this purchase regret buying this product cheaply made and feels fragile,14,-1.0,Negative
R101417,P1021,Prime Blender,Home & Kitchen,4,Exceeded expectations,Amazing quality for the price. very happy with this purchase.,2024-04-16,Yes,7,amazing quality for the price very happy with this purchase,10,1.0,Positive
R101418,P1119,Deluxe Pet Grooming Kit,Pet Supplies,5,Very satisfied,Durable and works as expected. fast shipping and well packaged. exactly as described and works great.,2025-08-15,Yes,0,durable and works as expected fast shipping and well packaged exactly as described and works great,16,0.938,Positive
R101419,P1094,Compact Air Purifier,Health & Household,5,Very satisfied,Fast shipping and well packaged. highly recommend this to everyone.,2023-02-20,Yes,1,fast shipping and well packaged highly recommend this to everyone,10,1.0,Positive
R101420,P1059,Elite Action Figure,Toys & Games,4,Exceeded expectations,Best purchase i've made this year. works perfectly and exceeded my expectations.,2023-06-18,Yes,4,best purchase i've made this year works perfectly and exceeded my expectations,12,1.0,Positive
R101421,P1128,Plus Sticky Notes,Office Products,5,Exceeded expectations,Very happy with this purchase. best purchase i've made this year. works perfectly and exceeded my expectations.,2024-04-11,Yes,9,very happy with this purchase best purchase i've made this year works perfectly and exceeded my expectations,17,1.0,Positive
R101422,P1018,Prime Notebook Set,Books,5,Highly recommend,Absolutely love this product. very happy with this purchase.,2024-11-14,Yes,1,absolutely love this product very happy with this purchase,9,1.0,Positive
R101423,P1084,Elite Green Tea,Grocery & Gourmet Food,5,Exceeded expectations,Highly recommend this to everyone. super comfortable and stylish.,2024-01-26,Yes,0,highly recommend this to everyone super comfortable and stylish,9,1.0,Positive
R101424,P1035,Essential Lip Balm Set,Beauty & Personal Care,5,Great purchase!,Super comfortable and stylish. very happy with this purchase. highly recommend this to everyone.,2024-09-05,Yes,1,super comfortable and stylish very happy with this purchase highly recommend this to everyone,14,1.0,Positive
R101425,P1088,Smart Olive Oil,Grocery & Gourmet Food,5,Excellent product,Exactly as described and works great. easy to use and set up.,2023-01-25,Yes,0,exactly as described and works great easy to use and set up,12,0.833,Positive
R101426,P1131,Classic Baby Monitor,Baby Products,3,Average product,"Not bad, not great either.",2024-04-09,Yes,7,not bad not great either,5,0.0,Neutral
R101427,P1053,Ultra Puzzle Set,Toys & Games,2,Broke quickly,Does not work as advertised. customer service was unhelpful.,2025-08-17,Yes,2,does not work as advertised customer service was unhelpful,9,-0.556,Negative
R101428,P1118,Classic Pet Grooming Kit,Pet Supplies,3,Average product,Average quality for the price. some pros and some cons.,2025-05-28,Yes,0,average quality for the price some pros and some cons,10,0.5,Positive
R101429,P1178,Classic Memory Card,Video Games,1,Not worth it,Does not work as advertised. arrived damaged and defective.,2023-03-03,Yes,0,does not work as advertised arrived damaged and defective,9,-1.0,Negative
R101430,P1147,Lite Lawn Chair,Garden & Outdoor,5,Great purchase!,Highly recommend this to everyone.,2025-10-20,Yes,0,highly recommend this to everyone,5,1.0,Positive
R101431,P1090,Classic Vitamin Supplements,Health & Household,5,Very satisfied,Excellent build quality. exactly as described and works great.,2025-04-06,Yes,2,excellent build quality exactly as described and works great,9,1.0,Positive
R101432,P1176,Classic Gaming Mouse Pad,Video Games,4,Great purchase!,Highly recommend this to everyone. fast shipping and well packaged. durable and works as expected.,2023-03-07,No,2,highly recommend this to everyone fast shipping and well packaged durable and works as expected,15,1.0,Positive
R101433,P1039,Ultra Body Wash,Beauty & Personal Care,4,Excellent product,Durable and works as expected. best purchase i've made this year.,2025-03-11,No,4,durable and works as expected best purchase i've made this year,11,0.909,Positive
R101434,P1052,Plus Puzzle Set,Toys & Games,4,Very satisfied,Works perfectly and exceeded my expectations. very happy with this purchase.,2024-01-21,Yes,1,works perfectly and exceeded my expectations very happy with this purchase,11,1.0,Positive
R101435,P1084,Elite Green Tea,Grocery & Gourmet Food,5,Great purchase!,Amazing quality for the price. best purchase i've made this year. highly recommend this to everyone.,2023-12-18,Yes,8,amazing quality for the price best purchase i've made this year highly recommend this to everyone,16,1.0,Positive
R101436,P1141,Plus Garden Hose,Garden & Outdoor,5,Excellent product,Absolutely love this product.,2025-09-27,Yes,1,absolutely love this product,4,1.0,Positive
R101437,P1050,Prime Building Blocks,Toys & Games,5,Very satisfied,Impressive performance overall.,2024-08-04,Yes,1,impressive performance overall,3,1.0,Positive
R101438,P1074,Classic Sneakers,Shoes,4,Great purchase!,Very happy with this purchase. works perfectly and exceeded my expectations. amazing quality for the price.,2025-01-24,Yes,0,very happy with this purchase works perfectly and exceeded my expectations amazing quality for the price,16,1.0,Positive
R101439,P1043,Max Resistance Bands,Sports & Outdoors,5,Very satisfied,Easy to use and set up. exactly as described and works great.,2023-11-18,No,0,easy to use and set up exactly as described and works great,12,0.833,Positive
R101440,P1033,Plus Hair Dryer,Beauty & Personal Care,4,Great purchase!,Exactly as described and works great. amazing quality for the price. super comfortable and stylish.,2025-03-07,No,5,exactly as described and works great amazing quality for the price super comfortable and stylish,15,1.0,Positive
R101441,P1052,Plus Puzzle Set,Toys & Games,3,Does the job,Decent product overall.,2025-06-04,Yes,0,decent product overall,3,0.0,Neutral
R101442,P1170,Compact Game Controller,Video Games,2,Broke quickly,Very disappointed with this purchase. not as described in the listing.,2024-09-27,Yes,8,very disappointed with this purchase not as described in the listing,11,-0.455,Negative
R101443,P1128,Plus Sticky Notes,Office Products,4,Highly recommend,Best purchase i've made this year. amazing quality for the price. highly recommend this to everyone.,2023-01-16,No,1,best purchase i've made this year amazing quality for the price highly recommend this to everyone,16,1.0,Positive
R101444,P1114,Compact Pet Bed,Pet Supplies,5,Very satisfied,Easy to use and set up.,2024-05-20,Yes,5,easy to use and set up,6,0.833,Positive
R101445,P1145,Smart Plant Pots,Garden & Outdoor,4,Excellent product,Amazing quality for the price. impressive performance overall.,2023-03-22,Yes,3,amazing quality for the price impressive performance overall,8,1.0,Positive
R101446,P1073,Max Sandals,Shoes,5,Exceeded expectations,Impressive performance overall. amazing quality for the price. fast shipping and well packaged.,2025-03-11,Yes,3,impressive performance overall amazing quality for the price fast shipping and well packaged,13,1.0,Positive
R101447,P1044,Max Water Bottle,Sports & Outdoors,3,Decent for the price,Decent product overall. works fine but nothing extraordinary.,2025-06-03,Yes,6,decent product overall works fine but nothing extraordinary,8,0.0,Neutral
R101448,P1168,Prime Remote Control,Movies & TV,5,Excellent product,Super comfortable and stylish.,2023-07-15,Yes,0,super comfortable and stylish,4,1.0,Positive
R101449,P1011,Elite Novel,Books,4,Highly recommend,Impressive performance overall.,2024-07-14,No,0,impressive performance overall,3,1.0,Positive
R101450,P1137,Classic Pacifier Set,Baby Products,2,Would not recommend,Terrible experience overall. poor quality and not worth the money.,2025-10-07,Yes,4,terrible experience overall poor quality and not worth the money,10,-1.0,Negative
R101451,P1195,Lite Bracelet,Jewelry,1,Very disappointed,"Poor quality and not worth the money. cheaply made and feels fragile. worse than expected, very frustrating.",2025-10-30,Yes,1,poor quality and not worth the money cheaply made and feels fragile worse than expected very frustrating,17,-1.0,Negative
R101452,P1083,Ultra Protein Bars,Grocery & Gourmet Food,4,Exceeded expectations,Amazing quality for the price. great value for the price.,2024-02-29,Yes,0,amazing quality for the price great value for the price,10,1.0,Positive
R101453,P1118,Classic Pet Grooming Kit,Pet Supplies,5,Very satisfied,Works perfectly and exceeded my expectations.,2025-02-19,Yes,0,works perfectly and exceeded my expectations,6,1.0,Positive
R101454,P1102,Max Phone Mount,Automotive,4,Great purchase!,Exactly as described and works great.,2023-01-22,Yes,1,exactly as described and works great,6,0.833,Positive
R101455,P1181,Pro Drill Set,Tools & Home Improvement,3,Mixed feelings,Some pros and some cons.,2025-09-19,Yes,0,some pros and some cons,5,0.0,Neutral
R101456,P1021,Prime Blender,Home & Kitchen,5,Very satisfied,Best purchase i've made this year. excellent build quality. super comfortable and stylish.,2023-10-15,Yes,10,best purchase i've made this year excellent build quality super comfortable and stylish,13,1.0,Positive
R101457,P1071,Lite Running Shoes,Shoes,3,It's okay,Works fine but nothing extraordinary.,2023-07-25,Yes,3,works fine but nothing extraordinary,5,0.0,Neutral
R101458,P1031,Pro Face Serum,Beauty & Personal Care,5,Great purchase!,Super comfortable and stylish. exactly as described and works great. great value for the price.,2023-01-23,Yes,5,super comfortable and stylish exactly as described and works great great value for the price,15,1.0,Positive
R101459,P1039,Ultra Body Wash,Beauty & Personal Care,4,Highly recommend,Fast shipping and well packaged. great value for the price.,2023-03-12,No,1,fast shipping and well packaged great value for the price,10,1.0,Positive
R101460,P1136,Ultra Pacifier Set,Baby Products,4,Great purchase!,Amazing quality for the price.,2025-12-06,Yes,3,amazing quality for the price,5,1.0,Positive
R101461,P1183,Max Tool Box,Tools & Home Improvement,5,Exceeded expectations,Impressive performance overall. works perfectly and exceeded my expectations. exactly as described and works great.,2025-06-28,Yes,0,impressive performance overall works perfectly and exceeded my expectations exactly as described and works great,15,1.0,Positive
R101462,P1001,Ultra Wireless Earbuds,Electronics,4,Very satisfied,Customer service was excellent.,2024-02-18,No,6,customer service was excellent,4,1.0,Positive
R101463,P1095,Prime Air Purifier,Health & Household,5,Great purchase!,Excellent build quality.,2023-02-02,Yes,12,excellent build quality,3,1.0,Positive
R101464,P1003,Essential Bluetooth Speaker,Electronics,5,Great purchase!,Easy to use and set up. excellent build quality.,2024-03-27,No,1,easy to use and set up excellent build quality,9,1.0,Positive
R101465,P1024,Smart Cutlery Set,Home & Kitchen,5,Great purchase!,Great value for the price. super comfortable and stylish. impressive performance overall.,2025-05-01,Yes,3,great value for the price super comfortable and stylish impressive performance overall,12,1.0,Positive
R101466,P1083,Ultra Protein Bars,Grocery & Gourmet Food,2,Would not recommend,Customer service was unhelpful. terrible experience overall.,2024-02-29,No,2,customer service was unhelpful terrible experience overall,7,-1.0,Negative
R101467,P1101,Pro Car Vacuum,Automotive,5,Highly recommend,Works perfectly and exceeded my expectations. excellent build quality.,2023-08-05,Yes,0,works perfectly and exceeded my expectations excellent build quality,9,1.0,Positive
R101468,P1044,Max Water Bottle,Sports & Outdoors,5,Exceeded expectations,Exactly as described and works great.,2023-01-25,Yes,2,exactly as described and works great,6,0.833,Positive
R101469,P1117,Essential Chew Toys,Pet Supplies,5,Exceeded expectations,Works perfectly and exceeded my expectations.,2025-01-25,Yes,0,works perfectly and exceeded my expectations,6,1.0,Positive
R101470,P1055,Essential RC Car,Toys & Games,4,Excellent product,Highly recommend this to everyone. customer service was excellent.,2025-10-20,No,2,highly recommend this to everyone customer service was excellent,9,1.0,Positive
R101471,P1026,Plus Coffee Maker,Home & Kitchen,4,Highly recommend,Very happy with this purchase. customer service was excellent. durable and works as expected.,2024-05-30,No,3,very happy with this purchase customer service was excellent durable and works as expected,14,1.0,Positive
R101472,P1153,Ultra Keyboard,Musical Instruments,5,Very satisfied,Best purchase i've made this year. super comfortable and stylish.,2023-09-30,Yes,0,best purchase i've made this year super comfortable and stylish,10,1.0,Positive
R101473,P1162,Classic Streaming Device,Movies & TV,4,Very satisfied,Fast shipping and well packaged. easy to use and set up. best purchase i've made this year.,2023-05-19,Yes,2,fast shipping and well packaged easy to use and set up best purchase i've made this year,17,0.882,Positive
R101474,P1155,Prime Drum Sticks,Musical Instruments,4,Highly recommend,Amazing quality for the price. exactly as described and works great. very happy with this purchase.,2025-10-28,Yes,8,amazing quality for the price exactly as described and works great very happy with this purchase,16,1.0,Positive
R101475,P1003,Essential Bluetooth Speaker,Electronics,5,Excellent product,Absolutely love this product.,2023-09-12,Yes,3,absolutely love this product,4,1.0,Positive
R101476,P1188,Essential Tape Measure,Tools & Home Improvement,5,Excellent product,Customer service was excellent. excellent build quality.,2023-06-12,Yes,1,customer service was excellent excellent build quality,7,1.0,Positive
R101477,P1095,Prime Air Purifier,Health & Household,5,Highly recommend,Highly recommend this to everyone. excellent build quality.,2025-02-08,Yes,3,highly recommend this to everyone excellent build quality,8,1.0,Positive
R101478,P1009,Prime USB-C Cable,Electronics,5,Excellent product,Impressive performance overall.,2025-06-27,Yes,5,impressive performance overall,3,1.0,Positive
R101479,P1084,Elite Green Tea,Grocery & Gourmet Food,4,Exceeded expectations,Highly recommend this to everyone.,2023-03-23,Yes,4,highly recommend this to everyone,5,1.0,Positive
R101480,P1106,Deluxe Jump Starter,Automotive,3,Does the job,"It's okay, does the job but nothing special. decent product overall.",2024-12-02,Yes,1,it's okay does the job but nothing special decent product overall,11,0.0,Neutral
R101481,P1138,Compact Baby Bottles,Baby Products,4,Highly recommend,Impressive performance overall.,2024-03-31,Yes,11,impressive performance overall,3,1.0,Positive
R101482,P1097,Compact Thermometer,Health & Household,5,Great purchase!,Fast shipping and well packaged. great value for the price. amazing quality for the price.,2023-05-13,No,3,fast shipping and well packaged great value for the price amazing quality for the price,15,1.0,Positive
R101483,P1017,Smart Biography,Books,5,Highly recommend,Absolutely love this product.,2024-02-23,Yes,2,absolutely love this product,4,1.0,Positive
R101484,P1044,Max Water Bottle,Sports & Outdoors,5,Highly recommend,Very happy with this purchase. easy to use and set up. customer service was excellent.,2024-04-28,Yes,2,very happy with this purchase easy to use and set up customer service was excellent,15,1.0,Positive
R101485,P1109,Max Dash Cam,Automotive,4,Highly recommend,Amazing quality for the price. highly recommend this to everyone. great value for the price.,2024-05-16,Yes,0,amazing quality for the price highly recommend this to everyone great value for the price,15,1.0,Positive
R101486,P1155,Prime Drum Sticks,Musical Instruments,5,Exceeded expectations,Highly recommend this to everyone.,2025-07-07,No,3,highly recommend this to everyone,5,1.0,Positive
R101487,P1051,Ultra Building Blocks,Toys & Games,4,Very satisfied,Easy to use and set up. customer service was excellent.,2023-06-13,No,0,easy to use and set up customer service was excellent,10,1.0,Positive
R101488,P1092,Plus First Aid Kit,Health & Household,5,Very satisfied,Exactly as described and works great. great value for the price.,2025-06-22,Yes,0,exactly as described and works great great value for the price,11,1.0,Positive
R101489,P1156,Essential Guitar Strings,Musical Instruments,5,Very satisfied,Exactly as described and works great. customer service was excellent. great value for the price.,2023-02-10,Yes,10,exactly as described and works great customer service was excellent great value for the price,15,1.0,Positive
R101490,P1109,Max Dash Cam,Automotive,4,Exceeded expectations,Customer service was excellent.,2023-11-09,Yes,0,customer service was excellent,4,1.0,Positive
R101491,P1044,Max Water Bottle,Sports & Outdoors,5,Exceeded expectations,Exactly as described and works great. amazing quality for the price.,2025-07-17,Yes,5,exactly as described and works great amazing quality for the price,11,1.0,Positive
